GameTitle,Profit,GenreRank
"ESPN NBA 2K5",0.9600000000000001,316
"NHL 2004",0.96,317
"NHL 2001",0.96,317
"My Weight Loss Coach",0.9500000000000001,319
"NCAA Football 2000",0.95,320
"Tony Hawk: RIDE",0.95,320
"Hot Shots Golf Fore!",0.9400000000000001,322
"MLB 06: The Show",0.9400000000000001,322
"NHL 2003",0.9400000000000001,322
"EA Sports Grand Slam Tennis",0.9400000000000001,322
"NCAA Football 10",0.94,326
"Mario Tennis Open",0.9300000000000002,327
SSX,0.93,328
"MLB 07: The Show",0.93,328
"Tony Hawk's Pro Skater 4",0.9299999999999999,330
"MVP Baseball 2005",0.9299999999999999,330
"MLB 2000",0.9299999999999999,330
"Nickelodeon Fit",0.9299999999999999,330
"EA Sports Active 2",0.92,334
"FIFA Street",0.92,334
"MLB 15: The Show",0.92,334
"Street Hoops",0.92,334
"Knockout Kings 2002",0.92,334
"NCAA Football 11",0.9199999999999999,339
"NHL 98",0.9199999999999999,339
"Space Jam",0.9199999999999999,339
"MLB 12: The Show",0.9199999999999999,339
"AMF Bowling Pinbusters!",0.9199999999999999,339
"Tiger Woods PGA Tour 2002",0.91,344
"MLB 2005",0.91,344
"NBA Live 2005",0.9000000000000001,346
"Hot Shots Tennis",0.9000000000000001,346
"Madden NFL 99",0.9,348
"Tiger Woods PGA Tour 12: The Masters",0.9,348
"FIFA Soccer 09 All-Play",0.9,348
"Madden NFL 08",0.8999999999999999,351
"We Ski & Snowboard",0.8999999999999999,351
"Wii Fit U",0.8999999999999999,351
"MLB 2001",0.8900000000000001,354
"Harry Potter: Quidditch World Cup",0.89,355
"Blitz: The League",0.89,355
"Tiger Woods PGA Tour 06",0.89,355
"NFL 2K2",0.89,355
"EA Sports UFC 2",0.89,355
"The Biggest Loser: Ultimate Workout",0.8899999999999999,360
"Gold's Gym: Dance Workout",0.8799999999999999,361
"NFL GameDay '97",0.8700000000000001,362
"Beijing 2008",0.8700000000000001,362
"NHL 2000",0.8700000000000001,362
"ESPN NHL 2K5",0.87,365
"Derby Stallion II",0.87,365
"Tony Hawk's Project 8",0.87,365
"Triple Play 2002",0.87,365
"NBA 2K14",0.8699999999999999,369
"Madden Football 64",0.8600000000000001,370
"MLB 99",0.8600000000000001,370
"Madden NFL 09 All-Play",0.8600000000000001,370
"NBA 2K8",0.8600000000000001,370
"Winning Eleven: Pro Evolution Soccer 2007",0.86,374
"FIFA Soccer 08",0.86,374
"2010 FIFA World Cup South Africa",0.86,374
"Tiger Woods PGA Tour 2005",0.8500000000000001,377
"NCAA Football 11",0.8500000000000001,377
"NFL GameDay",0.8500000000000001,377
"WWE 2K15",0.85,380
"Skate 2",0.85,380
"FIFA 15",0.8400000000000001,382
"NBA 2K10",0.8400000000000001,382
"Rocket Power: Team Rocket Rescue",0.8400000000000001,382
"Madden NFL 07",0.8400000000000001,382
"Tiger Woods PGA Tour 11",0.84,386
"ESPN College Hoops 2K5",0.84,386
"MLB SlugFest 20-03",0.84,386
"Tony Hawk's Pro Skater 3",0.8300000000000001,389
"NCAA Football 12",0.8300000000000001,389
"FIFA Soccer World Championship",0.8300000000000001,389
"Deca Sports 2",0.8300000000000001,389
"Madden NFL 17",0.83,393
"Madden NFL 16",0.8200000000000001,394
"Madden NFL 25",0.8200000000000001,394
"Tony Hawk's Underground 2 Remix",0.8200000000000001,394
"EA Sports Active NFL Training Camp",0.8200000000000001,394
"Amped: Freestyle Snowboarding",0.82,398
"Shaun White Snowboarding",0.82,398
"NCAA Football 14",0.81,400
"NCAA Football 10",0.81,400
"Jikkyou Powerful Pro Yakyuu '99 Kaimakuban",0.81,400
"Pro Evolution Soccer 2010",0.8099999999999999,403
"Pro Evolution Soccer 2010",0.8,404
"World Soccer Jikkyou Winning Eleven 3: World Cup France '98",0.8,404
"PES 2009: Pro Evolution Soccer",0.8,404
"Mario & Sonic at the Sochi 2014 Olympic Winter Games",0.8,404
"Capcom's Soccer Shootout",0.8,404
"pro evolution soccer 2011",0.7999999999999999,409
"All Star Cheer Squad",0.7999999999999999,409
"FIFA 12",0.79,411
"NBA 2K16",0.79,411
"Major League Baseball Featuring Ken Griffey Jr",0.79,411
"NCAA Football 08",0.79,411
"Tiger Woods PGA Tour 10",0.7899999999999999,415
"FIFA Soccer 2004",0.78,416
"Personal Trainer: Walking",0.78,416
"Pro Evolution Soccer 2016",0.78,416
"UFC Personal Trainer: The Ultimate Fitness System",0.78,416
"NBA 2K7",0.78,416
"Madden NFL 25",0.7700000000000001,421
"NBA ShootOut 98",0.77,422
"All-Star Baseball 2003",0.7699999999999999,423
"Deer Drive",0.7600000000000001,424
"FIFA 15",0.76,425
"FIFA Soccer 11",0.76,425
"Tony Hawk's Pro Skater 2",0.76,425
"ISS Pro Evolution",0.76,425
"Pro Evolution Soccer 2015",0.76,425
"Rockstar Games presents Table Tennis",0.76,425
"Cabela's Deer Hunt: 2004 Season",0.7599999999999999,431
"Madden NFL 06",0.75,432
"Tony Hawk's Underground 2",0.75,432
"Madden NFL 11",0.75,432
"FIFA: Road to World Cup 98",0.7400000000000001,435
"Tiger Woods PGA Tour 08",0.74,436
"MVP 06 NCAA Baseball",0.74,436
"Sega Superstars Tennis",0.7399999999999999,438
"Madden NFL 10",0.73,439
"NCAA Football 07",0.73,439
"Tiger Woods PGA Tour 2001",0.73,439
"NHL 11",0.73,439
